,Date,Season,Team,상대팀,H&A,Result,Record,선발,R,H,E,B,AB,HIT,RBI,RECh,AVG,IP,HN,PIT,AP,HITp,HR,BB,SO,RECp,ER,ERA
3901,2021-07-10,2021,삼성,롯데,Home,44승 34패 1무,승,원태인,3,8,0,0,32,8,3,3,0.275,9,33,134,33,7,0,0,7,2,2,2.00
3902,2021-07-11,2021,한화,SSG,Away,29승 50패 0무,패,윤대경,2,4,0,1,30,4,2,2,0.235,8,41,169,33,13,1,7,5,8,8,9.00
3903,2021-07-11,2021,SSG,한화,Home,42승 36패 2무,승,폰트,8,13,0,7,33,13,8,8,0.257,9,31,139,30,4,1,1,8,2,2,2.00
3904,2021-07-11,2021,롯데,삼성,Away,33승 44패 1무,패,스트레일리,0,6,3,3,31,6,0,0,0.279,8,41,149,37,14,3,1,5,11,9,10.13
3905,2021-07-11,2021,삼성,롯데,Home,45승 34패 1무,승,백정현,11,14,0,1,37,14,9,11,0.276,9,34,124,31,6,0,3,6,0,0,0.00
3906,2021-07-11,2021,KT,KIA,Away,45승 30패 0무,패,데스파이네,0,2,1,5,29,2,0,0,0.269,8,31,134,29,4,1,2,14,2,2,2.25
3907,2021-07-11,2021,KIA,KT,Home,31승 43패 0무,승,이의리,2,4,2,2,29,4,2,2,0.250,9,34,147,29,2,0,5,5,0,0,0.00
3908,2021-08-10,2021,SSG,LG,Away,42승 37패 2무,패,폰트,0,5,0,0,31,5,0,0,0.256,8,37,154,30,8,2,5,6,4,4,4.50
3909,2021-08-10,2021,LG,SSG,Home,44승 32패 0무,승,켈리,4,8,1,5,30,8,4,4,0.253,9,31,115,31,5,0,0,8,0,0,0.00
3910,2021-08-10,2021,롯데,NC,Away,34승 44패 1무,승,스트레일리,5,11,0,3,40,11,5,5,0.279,9,33,124,32,7,1,1,6,2,2,2.00
3911,2021-08-10,2021,NC,롯데,Home,37승 36패 2무,패,루친스키,2,7,2,1,32,7,2,2,0.272,9,43,167,40,11,0,3,9,5,2,2.00
3912,2021-08-10,2021,한화,KIA,Away,29승 51패 0무,패,카펜터,1,6,3,3,32,6,1,1,0.234,8,41,178,33,7,0,8,9,4,0,0.00
3913,2021-08-10,2021,KIA,한화,Home,32승 43패 0무,승,임기영,4,7,0,8,33,7,4,4,0.249,9,36,141,32,6,0,3,14,1,1,1.00
3914,2021-08-10,2021,KT,키움,Away,45승 31패 0무,패,배제성,1,6,3,5,30,6,1,1,0.268,8,32,132,27,4,0,4,6,3,1,1.13
3915,2021-08-10,2021,키움,KT,Home,42승 39패 0무,승,요키시,3,4,0,4,27,4,2,3,0.259,9,36,139,30,6,0,5,8,1,1,1.00
3916,2021-08-11,2021,SSG,LG,Away,42승 38패 2무,패,오원석,5,11,1,6,38,11,5,5,0.256,8,43,170,40,17,4,3,5,12,12,13.50
3917,2021-08-11,2021,LG,SSG,Home,45승 32패 0무,승,수아레즈,12,17,0,3,40,17,12,12,0.256,9,44,164,38,11,1,6,13,5,5,5.00
3918,2021-08-11,2021,두산,삼성,Away,37승 39패 0무,승,이영하,8,8,1,2,34,8,8,8,0.275,9,41,174,31,6,0,9,4,6,4,4.00
3919,2021-08-11,2021,삼성,두산,Home,45승 35패 1무,패,몽고메리,6,6,1,9,31,6,5,6,0.275,9,37,147,34,8,3,2,10,8,7,7.00
3920,2021-08-11,2021,롯데,NC,Away,35승 44패 1무,승,프랑코,5,7,0,4,32,7,5,5,0.278,9,38,150,34,8,2,4,11,4,4,4.00
3921,2021-08-11,2021,NC,롯데,Home,37승 37패 2무,패,송명기,4,8,0,4,34,8,4,4,0.272,9,36,163,32,7,2,4,8,5,5,5.00
3922,2021-08-11,2021,한화,KIA,Away,29승 51패 1무,무,킹험,7,5,1,8,29,5,7,7,0.233,9,43,176,34,8,0,7,9,7,6,6.00
3923,2021-08-11,2021,KIA,한화,Home,32승 43패 1무,무,김현수,7,8,0,7,34,8,5,7,0.249,9,39,173,29,5,1,8,3,7,7,7.00
3924,2021-08-11,2021,KT,키움,Away,45승 32패 0무,패,소형준,1,8,2,6,34,8,1,1,0.268,8,34,136,29,7,2,5,5,4,2,2.25
3925,2021-08-11,2021,키움,KT,Home,43승 39패 0무,승,최원태,4,7,0,5,29,7,3,4,0.259,9,41,162,34,8,0,6,4,1,1,1.00
3926,2021-08-12,2021,두산,삼성,Away,37승 40패 0무,패,곽빈,2,5,1,2,29,5,2,2,0.274,8,41,158,31,9,2,8,9,9,7,7.88
3927,2021-08-12,2021,삼성,두산,Home,46승 35패 1무,승,백정현,9,9,0,8,31,9,8,9,0.275,9,31,115,29,5,1,2,9,2,2,2.00
3928,2021-08-12,2021,롯데,NC,Away,35승 45패 1무,패,최영환,4,7,0,3,33,7,4,4,0.277,8,34,135,29,9,0,5,5,5,5,5.63
3929,2021-08-12,2021,NC,롯데,Home,38승 37패 2무,승,신민혁,5,9,0,5,29,9,5,5,0.272,9,36,137,33,7,2,3,4,4,4,4.00
3930,2021-08-12,2021,KT,키움,Away,45승 33패 0무,패,엄상백,4,7,0,11,33,7,4,4,0.267,8,39,157,31,9,0,6,8,6,6,6.75
3931,2021-08-12,2021,키움,KT,Home,44승 39패 0무,승,김동혁,6,9,1,6,31,9,6,6,0.260,9,44,156,33,7,0,11,2,4,4,4.00
3932,2021-08-13,2021,롯데,LG,Away,36승 45패 1무,승,박세웅,2,5,0,2,31,5,1,2,0.276,9,31,105,28,1,0,3,6,0,0,0.00
3933,2021-08-13,2021,LG,롯데,Home,45승 33패 0무,패,임찬규,0,1,1,3,28,1,0,0,0.254,9,34,115,31,5,0,2,7,2,1,1.00
3934,2021-08-13,2021,KIA,SSG,Away,33승 43패 1무,승,멩덴,8,9,1,9,31,9,8,8,0.250,9,38,133,36,9,0,2,4,1,1,1.00
3935,2021-08-13,2021,SSG,KIA,Home,42승 39패 2무,패,가빌리오,1,9,0,2,36,9,1,1,0.256,9,42,139,31,9,3,9,2,8,8,8.00
3936,2021-08-13,2021,삼성,KT,Away,46승 36패 1무,패,뷰캐넌,6,7,1,6,32,7,6,6,0.275,8,40,162,33,10,1,6,9,7,3,3.38
3937,2021-08-13,2021,KT,삼성,Home,46승 33패 0무,승,데스파이네,7,10,0,6,33,10,6,7,0.267,9,40,178,32,7,0,6,8,6,6,6.00
3938,2021-08-13,2021,두산,키움,Away,38승 40패 0무,승,최원준,16,19,2,7,43,19,16,16,0.277,9,41,155,34,8,0,6,4,9,6,6.00
3939,2021-08-13,2021,키움,두산,Home,44승 40패 0무,패,이승호,9,8,1,6,34,8,8,9,0.259,9,51,180,43,19,3,7,3,16,15,15.00
3940,2021-08-13,2021,NC,한화,Away,39승 37패 2무,승,이재학,5,10,0,4,34,10,5,5,0.272,9,32,130,28,3,0,4,7,1,1,1.00
3941,2021-08-13,2021,한화,NC,Home,29승 52패 1무,패,김민우,1,3,1,4,28,3,1,1,0.232,9,40,141,34,10,1,4,8,5,5,5.00
3942,2021-08-14,2021,롯데,LG,Away,37승 45패 1무,승,서준원,4,6,1,5,30,6,4,4,0.275,9,40,142,31,5,0,8,8,3,2,2.00
3943,2021-08-14,2021,LG,롯데,Home,45승 34패 0무,패,손주영,3,5,0,8,31,5,2,3,0.253,9,37,153,30,6,0,5,6,4,4,4.00
3944,2021-08-14,2021,KIA,SSG,Away,33승 43패 2무,무,이의리,2,6,1,2,29,6,2,2,0.249,9,35,136,31,5,2,4,9,2,2,2.00
3945,2021-08-14,2021,SSG,KIA,Home,42승 39패 3무,무,이태양,2,5,1,4,31,5,2,2,0.255,9,33,117,29,6,1,2,2,2,2,2.00
3946,2021-08-14,2021,삼성,KT,Away,46승 37패 1무,패,최채흥,4,7,0,2,34,7,4,4,0.274,8,38,140,34,11,2,3,3,8,8,9.00
3947,2021-08-14,2021,KT,삼성,Home,47승 33패 0무,승,쿠에바스,8,11,0,3,34,11,8,8,0.268,9,36,146,34,7,1,2,10,4,4,4.00
3948,2021-08-14,2021,두산,키움,Away,38승 41패 0무,패,미란다,1,8,0,0,37,8,1,1,0.276,8,36,129,30,10,1,4,11,5,5,5.63
3949,2021-08-14,2021,키움,두산,Home,45승 40패 0무,승,정찬헌,5,10,3,4,30,10,5,5,0.260,9,37,131,37,8,0,0,7,1,1,1.00
3950,2021-08-14,2021,NC,한화,Away,39승 37패 3무,무,김태경,9,11,0,9,33,11,9,9,0.273,9,40,160,34,9,2,6,9,9,9,9.00
3951,2021-08-14,2021,한화,NC,Home,29승 52패 2무,무,장시환,9,9,1,6,34,9,9,9,0.233,9,47,180,33,11,1,9,6,9,9,9.00
3952,2021-08-15,2021,롯데,LG,Away,37승 46패 1무,패,스트레일리,1,5,1,2,31,5,1,1,0.274,8,43,167,38,15,0,5,8,7,7,7.88
3953,2021-08-15,2021,LG,롯데,Home,46승 34패 0무,승,켈리,7,15,1,5,38,15,7,7,0.255,9,33,117,31,5,0,2,7,1,1,1.00
3954,2021-08-15,2021,KIA,SSG,Away,33승 44패 2무,패,임기영,5,9,1,2,35,9,4,5,0.249,8,40,157,35,11,3,5,3,10,10,11.25
3955,2021-08-15,2021,SSG,KIA,Home,43승 39패 3무,승,폰트,10,11,0,5,35,11,10,10,0.256,9,37,158,35,9,1,2,12,5,5,5.00
3956,2021-08-15,2021,삼성,KT,Away,46승 38패 1무,패,이재희,4,6,2,4,33,6,4,4,0.273,8,39,160,34,11,2,3,9,6,6,6.75
3957,2021-08-15,2021,KT,삼성,Home,48승 33패 0무,승,고영표,6,11,1,3,34,11,6,6,0.269,9,37,127,33,6,0,4,5,4,4,4.00
3958,2021-08-15,2021,두산,키움,Away,38승 42패 0무,패,로켓,1,5,0,2,29,5,1,1,0.275,8,38,139,30,8,1,7,9,8,8,9.00
3959,2021-08-15,2021,키움,두산,Home,46승 40패 0무,승,요키시,8,8,0,7,30,8,8,8,0.260,9,31,128,29,5,1,2,9,1,1,1.00
3960,2021-08-15,2021,NC,한화,Away,39승 37패 4무,무,강태경,3,8,1,5,32,8,3,3,0.273,9,40,142,30,9,0,7,4,3,3,3.00
3961,2021-08-15,2021,한화,NC,Home,29승 52패 3무,무,카펜터,3,9,0,7,30,9,3,3,0.233,9,38,168,32,8,0,5,15,3,3,3.00
3962,2021-08-17,2021,키움,롯데,Away,46승 41패 0무,패,최원태,0,5,1,2,29,5,0,0,0.259,8,30,121,29,5,0,1,5,1,1,1.13
3963,2021-08-17,2021,롯데,키움,Home,38승 46패 1무,승,프랑코,1,5,0,1,29,5,1,1,0.273,9,31,114,29,5,0,2,6,0,0,0.00
3964,2021-08-17,2021,LG,KT,Away,46승 34패 1무,무,수아레즈,5,9,1,5,32,9,5,5,0.255,9,41,173,34,6,0,7,14,5,5,5.00
3965,2021-08-17,2021,KT,LG,Home,48승 33패 1무,무,배제성,5,6,1,7,34,6,5,5,0.268,9,38,148,32,9,2,5,7,5,5,5.00
3966,2021-08-17,2021,삼성,한화,Away,46승 39패 1무,패,몽고메리,2,6,0,4,29,6,2,2,0.272,8,36,146,27,5,1,7,7,4,4,4.50
3967,2021-08-17,2021,한화,삼성,Home,30승 52패 3무,승,킹험,4,5,0,7,27,5,4,4,0.233,9,35,133,29,6,0,4,10,2,2,2.00
3968,2021-08-18,2021,KIA,두산,Away,34승 44패 2무,승,김유신,7,5,0,6,31,5,7,7,0.248,9,34,122,30,7,0,3,4,3,3,3.00
3969,2021-08-18,2021,두산,KIA,Home,38승 43패 0무,패,곽빈,3,7,0,3,30,7,3,3,0.274,9,38,157,31,5,0,6,1,7,7,7.00
3970,2021-08-18,2021,NC,SSG,Away,39승 38패 4무,패,루친스키,1,8,0,3,34,8,1,1,0.272,8,35,124,31,10,2,2,4,6,6,6.75
3971,2021-08-18,2021,SSG,NC,Home,44승 39패 3무,승,최민준,6,10,0,2,31,10,6,6,0.256,9,37,143,34,8,1,3,6,1,1,1.00
3972,2021-08-18,2021,키움,롯데,Away,46승 42패 0무,패,김동혁,0,5,2,3,29,5,0,0,0.258,8,36,122,27,5,0,8,2,3,3,3.38
3973,2021-08-18,2021,롯데,키움,Home,39승 46패 1무,승,최영환,3,5,0,8,27,5,2,3,0.272,9,32,100,29,5,0,3,4,0,0,0.00
3974,2021-08-18,2021,LG,KT,Away,46승 35패 1무,패,이민호,1,3,4,4,29,3,1,1,0.253,8,41,149,38,14,1,2,6,8,6,6.75
3975,2021-08-18,2021,KT,LG,Home,49승 33패 1무,승,데스파이네,8,14,0,2,38,14,5,8,0.269,9,33,113,29,3,0,4,7,1,1,1.00
3976,2021-08-18,2021,삼성,한화,Away,47승 39패 1무,승,백정현,6,8,0,7,30,8,6,6,0.272,9,36,147,33,8,0,2,15,2,2,2.00
3977,2021-08-18,2021,한화,삼성,Home,30승 53패 3무,패,김민우,2,8,0,2,33,8,2,2,0.233,9,39,164,30,8,0,7,5,6,6,6.00
3978,2021-08-19,2021,KIA,두산,Away,34승 44패 3무,무,멩덴,5,8,1,3,33,8,5,5,0.248,9,38,131,33,9,1,3,11,5,4,4.00
3979,2021-08-19,2021,두산,KIA,Home,38승 43패 1무,무,최원준,5,9,0,3,33,9,5,5,0.274,9,36,147,33,8,1,3,7,5,5,5.00
3980,2021-08-19,2021,NC,SSG,Away,40승 38패 4무,승,신민혁,8,12,1,4,38,12,8,8,0.273,9,40,163,35,11,3,5,6,5,5,5.00
3981,2021-08-19,2021,SSG,NC,Home,44승 40패 3무,패,가빌리오,5,11,1,5,35,11,5,5,0.257,9,42,165,38,12,2,4,12,8,7,7.00
3982,2021-08-19,2021,LG,KT,Away,47승 35패 1무,승,임찬규,1,6,0,2,31,6,1,1,0.253,9,35,133,30,3,0,5,6,0,0,0.00
3983,2021-08-19,2021,KT,LG,Home,49승 34패 1무,패,소형준,0,3,0,5,30,3,0,0,0.267,9,33,140,31,6,0,2,11,1,1,1.00
3984,2021-08-19,2021,삼성,한화,Away,48승 39패 1무,승,뷰캐넌,11,13,2,11,37,13,11,11,0.273,9,36,157,32,4,0,4,11,3,3,3.00
3985,2021-08-19,2021,한화,삼성,Home,30승 54패 3무,패,김기중,3,4,2,4,32,4,3,3,0.232,9,51,191,37,13,0,11,7,11,9,9.00
3986,2021-08-20,2021,한화,두산,Away,30승 55패 3무,패,장시환,1,4,2,4,28,4,1,1,0.231,8,41,157,36,11,0,4,3,9,4,4.50
3987,2021-08-20,2021,두산,한화,Home,39승 43패 1무,승,미란다,9,11,0,4,36,11,9,9,0.275,9,33,147,28,4,0,4,10,1,1,1.00
3988,2021-08-20,2021,KT,롯데,Away,50승 34패 1무,승,엄상백,5,6,0,5,30,6,5,5,0.266,9,44,172,37,11,0,7,8,4,4,4.00
3989,2021-08-20,2021,롯데,KT,Home,39승 47패 1무,패,스트레일리,4,11,0,7,37,11,4,4,0.273,9,37,152,30,6,1,5,8,5,5,5.00
3990,2021-08-20,2021,SSG,삼성,Away,44승 41패 3무,패,이태양,2,8,0,0,33,8,2,2,0.257,8,31,120,28,5,2,3,5,3,3,3.38
3991,2021-08-20,2021,삼성,SSG,Home,49승 39패 1무,승,원태인,3,5,0,3,28,5,3,3,0.272,9,34,145,33,8,0,0,11,2,2,2.00
3992,2021-08-20,2021,키움,KIA,Away,46승 43패 0무,패,정찬헌,2,6,1,2,32,6,2,2,0.258,8,29,117,27,4,1,2,2,3,3,3.38
3993,2021-08-20,2021,KIA,키움,Home,35승 44패 3무,승,이의리,3,4,1,2,27,4,3,3,0.247,9,36,142,32,6,0,2,5,2,2,2.00
3994,2021-08-20,2021,LG,NC,Away,47승 36패 1무,패,손주영,3,8,0,4,33,8,3,3,0.253,8,39,149,31,11,1,6,7,8,8,9.00
3995,2021-08-20,2021,NC,LG,Home,41승 38패 4무,승,파슨스,8,11,1,6,31,11,8,8,0.274,9,38,168,33,8,1,4,8,3,3,3.00
3996,2021-08-21,2021,한화,두산,Away,31승 55패 3무,승,카펜터,3,6,0,5,29,6,3,3,0.231,9,35,133,33,7,0,2,14,1,1,1.00
3997,2021-08-21,2021,두산,한화,Home,39승 44패 1무,패,로켓,1,7,1,2,33,7,1,1,0.274,9,36,137,29,6,0,5,11,3,3,3.00
3998,2021-08-22,2021,한화,두산,Away,32승 55패 3무,승,킹험,11,10,2,7,34,10,11,11,0.231,9,38,149,33,6,0,4,10,3,2,2.00
3999,2021-08-22,2021,두산,한화,Home,39승 45패 1무,패,이영하,3,6,0,4,33,6,3,3,0.273,9,42,163,34,10,2,7,9,11,11,11.00
4000,2021-08-22,2021,KT,롯데,Away,51승 34패 1무,승,고영표,3,8,0,8,32,8,3,3,0.266,9,35,136,30,4,0,4,6,1,1,1.00
4001,2021-08-22,2021,롯데,KT,Home,39승 48패 1무,패,프랑코,1,4,0,4,30,4,1,1,0.271,9,41,175,32,8,0,8,9,3,3,3.00
4002,2021-08-22,2021,SSG,삼성,Away,44승 41패 4무,무,폰트,4,6,0,3,31,6,4,4,0.256,9,35,143,34,8,1,0,8,4,4,4.00
4003,2021-08-22,2021,삼성,SSG,Home,49승 39패 2무,무,최채흥,4,8,1,0,34,8,4,4,0.272,9,34,139,31,6,1,3,10,4,4,4.00
4004,2021-08-22,2021,LG,NC,Away,47승 37패 1무,패,켈리,3,6,0,3,32,6,3,3,0.252,8,33,128,28,7,1,4,9,4,4,4.50
4005,2021-08-22,2021,NC,LG,Home,42승 38패 4무,승,이재학,4,7,1,4,28,7,4,4,0.274,9,35,142,32,6,2,3,9,3,3,3.00
4006,2021-08-22,2021,키움,KIA,Away,47승 43패 0무,승,요키시,6,8,1,6,33,8,6,6,0.257,9,36,142,32,7,1,3,6,1,1,1.00
4007,2021-08-22,2021,KIA,키움,Home,35승 45패 3무,패,임기영,1,7,2,3,32,7,1,1,0.247,9,40,176,33,8,1,6,8,6,6,6.00
4008,2021-08-23,2021,KT,롯데,Away,51승 35패 1무,패,데스파이네,2,6,1,3,25,6,2,2,0.266,6,31,112,25,9,1,4,2,6,5,7.50
4009,2021-08-23,2021,롯데,KT,Home,40승 48패 1무,승,박세웅,6,9,0,4,25,9,6,6,0.272,6 1/3,28,130,25,6,0,3,5,2,2,2.84
4010,2021-08-24,2021,한화,두산,Away,32승 56패 3무,패,김이환,8,12,2,3,37,12,8,8,0.232,8,45,155,39,17,1,6,1,11,11,12.38
4011,2021-08-24,2021,두산,한화,Home,40승 45패 1무,승,곽빈,11,17,1,6,39,17,11,11,0.275,9,41,178,37,12,1,3,12,8,7,7.00
4012,2021-08-24,2021,SSG,삼성,Away,44승 42패 4무,패,오원석,8,8,1,9,32,8,7,8,0.256,8 2/3,45,173,36,15,1,8,6,9,9,9.35
4013,2021-08-24,2021,삼성,SSG,Home,50승 39패 2무,승,몽고메리,9,15,3,8,36,15,8,9,0.273,9,43,186,32,8,0,9,10,8,7,7.00
4014,2021-08-24,2021,키움,KIA,Away,48승 43패 0무,승,최원태,8,10,1,5,36,10,8,8,0.258,9,40,155,37,12,1,3,6,2,2,2.00
4015,2021-08-24,2021,KIA,키움,Home,35승 46패 3무,패,김현수,2,12,0,3,37,12,2,2,0.248,9,42,142,36,10,3,5,3,8,8,8.00
4016,2021-08-25,2021,삼성,LG,Away,50승 39패 3무,무,백정현,3,8,1,1,35,8,3,3,0.273,9,39,156,33,9,0,4,4,3,3,3.00
4017,2021-08-25,2021,LG,삼성,Home,47승 37패 2무,무,수아레즈,3,9,0,4,33,9,3,3,0.252,9,36,136,35,8,0,1,8,3,3,3.00
4018,2021-08-25,2021,SSG,KT,Away,44승 43패 4무,패,최민준,1,5,1,1,30,5,1,1,0.255,8,42,158,35,12,1,7,5,7,7,7.88
4019,2021-08-25,2021,KT,SSG,Home,52승 35패 1무,승,소형준,7,12,1,7,35,12,7,7,0.267,9,32,133,30,5,0,1,7,1,0,0.00
4020,2021-08-25,2021,롯데,KIA,Away,40승 49패 1무,패,최영환,6,12,1,3,39,12,6,6,0.272,8,49,203,37,14,0,11,5,11,10,11.25
4021,2021-08-25,2021,KIA,롯데,Home,36승 46패 3무,승,멩덴,11,14,1,11,37,14,9,11,0.249,9,43,160,39,12,3,3,4,6,6,6.00
4022,2021-08-25,2021,한화,키움,Away,33승 56패 3무,승,김기중,7,9,0,5,33,9,4,7,0.233,9,39,172,33,9,0,6,6,2,2,2.00
4023,2021-08-25,2021,키움,한화,Home,48승 44패 0무,패,이승호,2,9,1,6,33,9,1,2,0.258,9,39,163,33,9,0,5,7,7,5,5.00
4024,2021-08-26,2021,삼성,LG,Away,50승 40패 3무,패,뷰캐넌,3,9,1,5,37,9,2,3,0.272,8,37,134,32,10,0,4,5,4,4,4.50
4025,2021-08-26,2021,LG,삼성,Home,48승 37패 2무,승,임찬규,4,10,1,4,32,10,3,4,0.253,9,42,142,37,9,2,5,5,3,2,2.00
4026,2021-08-26,2021,SSG,KT,Away,44승 44패 4무,패,이태양,5,9,2,1,34,9,5,5,0.256,8,43,147,40,17,2,1,6,10,9,10.13
4027,2021-08-26,2021,KT,SSG,Home,53승 35패 1무,승,엄상백,10,17,0,1,40,17,10,10,0.269,9,35,141,34,9,3,1,9,5,5,5.00
4028,2021-08-26,2021,롯데,KIA,Away,40승 49패 2무,무,스트레일리,3,5,0,9,28,5,3,3,0.271,9,44,173,33,7,0,11,6,3,3,3.00
4029,2021-08-26,2021,KIA,롯데,Home,36승 46패 4무,무,이의리,3,7,3,11,33,7,3,3,0.249,9,38,161,28,5,0,9,5,3,3,3.00
4030,2021-08-26,2021,한화,키움,Away,33승 56패 4무,무,장시환,4,9,0,6,34,9,3,4,0.233,9,35,136,32,8,1,3,4,4,4,4.00
4031,2021-08-26,2021,키움,한화,Home,48승 44패 1무,무,김동혁,4,8,1,3,32,8,4,4,0.258,9,41,167,34,9,0,6,5,4,4,4.00
4032,2021-08-26,2021,두산,NC,Away,41승 45패 1무,승,미란다,7,7,0,5,34,7,6,7,0.274,9,34,140,31,4,0,3,5,0,0,0.00
4033,2021-08-26,2021,NC,두산,Home,42승 39패 4무,패,루친스키,0,4,4,3,31,4,0,0,0.272,9,40,143,34,7,0,5,5,7,5,5.00
4034,2021-08-26,2021,두산,NC,Away,42승 45패 1무,승,최원준,5,4,1,3,32,4,5,5,0.273,9,42,152,36,10,1,5,12,3,2,2.00
4035,2021-08-26,2021,NC,두산,Home,42승 40패 4무,패,신민혁,3,10,2,5,36,10,3,3,0.272,9,36,141,32,4,1,3,2,5,3,3.00
4036,2021-08-27,2021,삼성,LG,Away,50승 41패 3무,패,원태인,1,5,0,1,29,5,1,1,0.272,8,35,133,31,8,0,4,9,3,3,3.38
4037,2021-08-27,2021,LG,삼성,Home,49승 37패 2무,승,이민호,3,8,0,4,31,8,3,3,0.253,9,30,117,29,5,0,1,6,1,1,1.00
4038,2021-08-27,2021,SSG,KT,Away,44승 45패 4무,패,가빌리오,4,10,1,3,35,10,4,4,0.256,8,37,148,33,10,0,4,12,6,5,5.63
4039,2021-08-27,2021,KT,SSG,Home,54승 35패 1무,승,고영표,6,10,0,4,33,10,6,6,0.269,9,39,137,35,10,0,3,10,4,4,4.00
4040,2021-08-27,2021,한화,키움,Away,33승 57패 4무,패,카펜터,3,5,2,6,30,5,2,3,0.233,8,39,134,36,12,0,2,9,4,4,4.50
4041,2021-08-27,2021,키움,한화,Home,49승 44패 1무,승,정찬헌,4,12,1,2,36,12,3,4,0.259,9,37,159,30,5,0,6,5,3,2,2.00
4042,2021-08-27,2021,두산,NC,Away,42승 46패 1무,패,로켓,2,5,2,5,22,5,2,2,0.272,5 1/3,27,104,19,8,1,5,2,4,2,3.38
4043,2021-08-27,2021,NC,두산,Home,43승 40패 4무,승,파슨스,4,8,2,5,19,8,3,4,0.273,6,28,122,22,5,0,5,6,2,2,3.00
4044,2021-08-28,2021,키움,LG,Away,49승 45패 1무,패,요키시,2,4,1,3,28,4,2,2,0.258,8,32,121,28,6,0,4,2,3,3,3.38
4045,2021-08-28,2021,LG,키움,Home,50승 37패 2무,승,켈리,3,6,0,4,28,6,3,3,0.252,9,32,126,28,4,0,3,9,2,2,2.00
4046,2021-08-28,2021,KIA,SSG,Away,36승 47패 4무,패,임기영,4,4,0,5,31,4,4,4,0.248,8,39,141,36,14,4,3,6,12,12,13.50
4047,2021-08-28,2021,SSG,KIA,Home,45승 45패 4무,승,폰트,12,14,0,3,36,14,12,12,0.257,9,36,158,31,4,0,5,8,4,4,4.00
4048,2021-08-28,2021,두산,롯데,Away,42승 46패 2무,무,이영하,10,13,2,4,41,13,10,10,0.273,9,48,182,43,15,1,5,7,10,9,9.00
4049,2021-08-28,2021,롯데,두산,Home,40승 49패 3무,무,프랑코,10,15,2,5,43,15,10,10,0.273,9,45,181,41,13,2,4,13,10,8,8.00
4050,2021-08-28,2021,삼성,KT,Away,51승 41패 3무,승,최채흥,6,8,0,6,34,8,4,6,0.271,9,37,141,32,8,1,3,7,5,5,5.00
4051,2021-08-28,2021,KT,삼성,Home,54승 36패 1무,패,데스파이네,5,8,2,3,32,8,4,5,0.269,9,41,148,34,8,0,6,7,6,5,5.00
4052,2021-08-28,2021,NC,한화,Away,43승 41패 4무,패,송명기,1,5,2,1,30,5,1,1,0.272,8,44,164,38,13,2,6,7,9,8,9.00
4053,2021-08-28,2021,한화,NC,Home,34승 57패 4무,승,킹험,9,13,0,6,38,13,8,9,0.234,9,32,113,30,5,0,1,8,1,1,1.00
4054,2021-08-29,2021,키움,LG,Away,49승 46패 1무,패,최원태,2,1,0,4,28,1,2,2,0.256,8,41,167,34,11,0,7,7,11,11,12.38
4055,2021-08-29,2021,LG,키움,Home,51승 37패 2무,승,손주영,11,11,0,7,34,11,11,11,0.253,9,32,128,28,1,1,4,9,2,2,2.00
4056,2021-08-29,2021,KIA,SSG,Away,36승 48패 4무,패,김현수,0,3,0,5,29,3,0,0,0.246,8,37,125,33,11,4,3,5,9,9,10.13
4057,2021-08-29,2021,SSG,KIA,Home,46승 45패 4무,승,오원석,9,11,0,3,33,11,9,9,0.258,9,34,125,29,3,0,5,6,0,0,0.00
4058,2021-08-29,2021,두산,롯데,Away,42승 47패 2무,패,곽빈,2,5,0,3,31,5,2,2,0.272,8,36,134,29,9,1,6,8,4,4,4.50
4059,2021-08-29,2021,롯데,두산,Home,41승 49패 3무,승,박세웅,4,9,0,6,29,9,4,4,0.273,9,34,117,31,5,1,3,7,2,2,2.00
4060,2021-08-29,2021,삼성,KT,Away,51승 42패 3무,패,몽고메리,3,9,0,4,36,9,3,3,0.271,8,40,165,36,12,1,4,7,8,8,9.00
4061,2021-08-29,2021,KT,삼성,Home,55승 36패 1무,승,배제성,8,12,1,4,36,12,8,8,0.270,9,40,136,36,9,0,4,10,3,2,2.00
4062,2021-08-29,2021,NC,한화,Away,43승 42패 4무,패,이재학,2,8,0,4,34,8,2,2,0.272,8,32,133,27,5,1,5,9,3,3,3.38
4063,2021-08-29,2021,한화,NC,Home,35승 57패 4무,승,김민우,3,5,0,5,27,5,3,3,0.234,9,38,146,34,8,1,4,6,2,2,2.00
4064,2021-08-31,2021,LG,롯데,Away,52승 37패 2무,승,수아레즈,9,14,1,3,39,14,8,9,0.255,9,43,160,35,9,0,7,7,4,2,2.00
4065,2021-08-31,2021,롯데,LG,Home,41승 50패 3무,패,최영환,4,9,0,7,35,9,3,4,0.273,9,43,167,39,14,0,3,4,9,9,9.00
4066,2021-08-31,2021,키움,삼성,Away,49승 47패 1무,패,김선기,2,10,1,1,34,10,2,2,0.256,8,33,108,27,7,0,4,5,3,3,3.38
4067,2021-08-31,2021,삼성,키움,Home,52승 42패 3무,승,백정현,3,7,0,4,27,7,3,3,0.271,9,38,139,34,10,0,1,7,2,2,2.00
4068,2021-08-31,2021,KT,한화,Away,55승 37패 1무,패,소형준,2,4,3,3,30,4,2,2,0.269,8,38,163,36,10,0,2,9,5,5,5.63
