,index,date,상대팀,승/패,선수명,등판,타자,투구수,타수,피안타,홈런,4사구,삼진,실점,자책,평균자책점
1932,8623,2020-06-13,SK,승,임기영,선발,20,91.6,21.8,6.0,0.4,1.0,4.4,2.4,1.6,3.976
1933,8627,2020-06-13,KIA,패,문승원,선발,26,94.2,21.4,6.0,0.2,1.6,5.2,3.0,2.6,5.22
1934,8630,2020-06-13,NC,승,한현희,선발,28,89.2,21.4,6.4,0.2,2.4,3.8,3.4,3.0,5.384
1935,8634,2020-06-13,키움,패,이재학,선발,8,90.4,21.4,5.4,0.4,2.2,2.8,3.0,3.0,4.892
1936,8641,2020-06-13,한화,패,유희관,선발,10,98.4,24.0,6.6,0.2,2.4,2.0,2.2,1.8,3.9859999999999998
1937,8647,2020-06-13,두산,승,한승주,선발,10,36.0,7.0,3.0,1.0,2.0,2.0,3.0,3.0,16.2
1938,8652,2020-06-13,삼성,패,데스파이네,선발,23,98.8,25.4,7.4,0.4,1.6,4.0,3.6,3.2,2.9539999999999997
1939,8656,2020-06-13,KT,승,뷰캐넌,선발,25,103.6,23.8,5.6,0.6,2.6,4.4,2.2,2.2,4.93
1940,8660,2020-06-13,삼성,승,배제성,선발,26,103.8,23.4,5.4,0.2,2.8,4.6,1.6,1.4,1.6179999999999999
1941,8664,2020-06-13,KT,패,이승민,선발,25,102.0,18.0,6.0,1.0,7.0,3.0,5.0,5.0,9.64
1942,8670,2020-06-14,LG,패,샘슨,선발,24,86.0,24.0,10.0,0.0,0.0,4.0,6.0,6.0,7.78
1943,8675,2020-06-14,롯데,승,켈리,선발,26,88.6,22.4,5.0,0.4,2.4,5.2,2.6,2.6,5.33
1944,8680,2020-06-14,SK,패,양현종,선발,25,94.6,22.0,5.6,0.2,1.8,4.4,2.2,2.0,4.238
1945,8682,2020-06-14,KIA,승,이건욱,선발,18,82.0,16.0,2.0,0.0,2.0,2.0,0.0,0.0,2.91
1946,8687,2020-06-14,삼성,패,소형준,선발,24,91.4,22.8,6.6,0.8,1.6,2.2,4.2,3.6,5.481999999999999
1947,8691,2020-06-14,KT,승,원태인,선발,27,95.6,23.8,5.4,0.4,2.0,4.2,2.0,1.8,3.696
1948,8695,2020-06-14,NC,패,조영건,선발,13,61.0,11.0,3.0,1.0,2.0,2.0,3.0,3.0,5.4
1949,8701,2020-06-14,키움,승,김진호,선발,20,69.0,17.0,4.0,1.0,3.0,5.0,3.0,3.0,6.23
1950,8707,2020-06-13,한화,패,유희관,선발,10,86.6,22.0,6.4,0.6,1.8,2.0,2.4,2.4,3.814
1951,8713,2020-06-13,두산,승,한승주,선발,10,36.0,7.0,3.0,1.0,2.0,2.0,3.0,3.0,16.2
1952,8718,2020-06-14,한화,패,박종기,선발,18,74.0,16.0,3.0,1.0,2.0,5.0,3.0,3.0,5.79
1953,8723,2020-06-14,두산,승,서폴드,선발,29,101.2,25.8,9.6,0.4,2.0,3.4,4.2,3.8,2.7439999999999998
1954,8727,2020-06-16,두산,승,백정현,선발,24,82.6,20.8,6.8,1.2,1.2,4.2,4.8,3.4,6.138
1955,8733,2020-06-16,삼성,패,알칸타라,선발,25,105.8,24.2,6.2,0.8,1.8,5.6,2.6,2.4,4.146
1956,8737,2020-06-16,SK,승,김민수,선발,19,78.4,19.0,6.0,1.0,1.2,3.6,3.8,3.8,7.303999999999999
1957,8742,2020-06-16,KT,패,핀토,선발,29,102.0,24.2,7.6,0.2,2.8,4.2,3.0,2.6,4.739999999999999
1958,8747,2020-06-16,KIA,패,루친스키,선발,26,105.4,24.2,5.2,0.4,1.4,5.8,1.4,1.2,2.594
1959,8752,2020-06-16,NC,승,브룩스,선발,24,92.6,22.4,6.2,0.4,1.6,4.8,2.4,2.2,3.08
1960,8757,2020-06-16,키움,승,노경은,선발,23,93.6,21.4,5.6,0.6,1.4,3.4,3.2,3.0,5.702
1961,8761,2020-06-16,롯데,패,요키시,선발,25,91.4,23.4,5.2,0.2,1.2,4.4,1.8,1.2,1.116
1962,8765,2020-06-16,한화,승,정찬헌,선발,27,94.0,26.0,6.0,0.0,1.0,4.0,2.0,2.0,3.34
1963,8772,2020-06-16,LG,패,장민재,선발,25,75.6,19.4,7.2,0.6,0.8,2.8,3.6,3.6,5.84
1964,8776,2020-06-17,두산,승,김대우,선발,22,85.0,20.0,5.0,1.0,1.0,1.0,2.0,2.0,3.66
1965,8781,2020-06-17,삼성,패,플렉센,선발,19,102.4,21.8,4.8,0.4,2.6,4.8,2.2,1.8,3.02
1966,8787,2020-06-17,SK,승,조병욱,선발,23,80.0,21.0,6.0,1.0,2.0,2.0,3.0,3.0,4.91
1967,8793,2020-06-17,KT,패,김태훈,선발,20,88.4,18.8,4.0,0.4,4.0,3.2,3.2,3.2,3.414
1968,8799,2020-06-17,KIA,패,라이트,선발,27,100.8,20.0,4.2,0.4,3.4,4.8,1.8,1.8,2.636
1969,8802,2020-06-17,NC,승,이민우,선발,22,89.4,22.8,5.4,0.4,2.0,4.2,4.0,3.2,4.168
1970,8807,2020-06-17,키움,패,서준원,선발,22,86.0,20.4,6.2,1.0,2.0,2.8,2.2,2.2,4.882
1971,8812,2020-06-17,롯데,승,최원태,선발,28,77.8,21.0,5.0,1.0,1.2,3.2,3.2,3.0,4.029999999999999
1972,8816,2020-06-17,한화,승,임찬규,선발,28,98.8,24.0,7.0,1.0,1.8,5.4,4.6,3.8,4.664
1973,8819,2020-06-17,LG,패,채드벨,선발,30,72.6,15.4,4.6,1.0,2.8,3.0,3.6,3.6,4.588
1974,8823,2020-06-18,두산,패,허윤동,선발,22,92.0,19.0,5.0,1.0,3.0,3.0,3.0,3.0,3.6
1975,8829,2020-06-18,삼성,승,유희관,선발,27,77.2,18.6,5.0,1.0,1.8,2.2,2.6,2.6,3.8020000000000005
1976,8833,2020-06-18,SK,승,데스파이네,선발,28,99.0,25.0,7.6,0.6,1.8,4.2,4.0,3.8,3.344
1977,8836,2020-06-18,KT,패,박종훈,선발,25,95.6,21.4,4.0,0.6,2.8,6.2,3.0,2.6,3.656
1978,8840,2020-06-18,키움,패,스트레일리,선발,27,99.8,22.0,4.6,0.2,2.2,6.2,1.6,1.4,2.71
1979,8844,2020-06-18,롯데,승,이승호,선발,27,86.4,18.6,5.2,0.8,2.6,3.0,3.4,3.4,6.29
1980,8849,2020-06-18,한화,승,윌슨,선발,27,94.0,22.8,5.4,0.2,1.4,4.4,2.2,2.0,4.608
1981,8853,2020-06-18,LG,패,장시환,선발,19,96.0,19.2,6.4,0.8,4.4,5.6,4.6,4.2,6.5120000000000005
1982,8860,2020-06-19,LG,승,이영하,선발,23,99.0,23.0,7.6,0.2,3.2,4.2,4.2,4.0,4.892
1983,8866,2020-06-19,두산,패,차우찬,선발,12,100.0,22.0,6.2,0.8,2.6,4.2,2.6,2.6,4.93
1984,8873,2020-06-19,NC,패,김범수,선발,20,74.4,16.4,6.0,1.2,3.0,3.0,5.0,4.6,5.010000000000001
1985,8878,2020-06-19,한화,승,구창모,선발,24,95.2,23.2,3.2,0.2,1.6,6.8,1.0,0.8,0.5900000000000001
1986,8881,2020-06-19,KT,패,박세웅,선발,26,92.8,20.4,6.0,1.2,2.2,4.8,3.8,3.8,6.024
1987,8887,2020-06-19,롯데,승,배제성,선발,21,105.2,22.8,5.2,0.4,3.2,3.8,2.4,2.2,1.8800000000000001
1988,8893,2020-06-19,KIA,패,뷰캐넌,선발,24,104.2,24.0,6.2,1.0,2.4,3.4,2.6,2.6,4.9639999999999995
1989,8898,2020-06-19,삼성,승,가뇽,선발,26,95.0,21.0,4.4,0.0,1.8,6.2,2.2,1.8,3.5120000000000005
1990,8903,2020-06-19,키움,패,문승원,선발,22,95.0,21.2,5.2,0.4,1.6,5.4,3.0,2.6,5.15
1991,8907,2020-06-19,SK,승,한현희,선발,29,89.8,22.4,7.0,0.2,2.4,3.4,3.8,3.4,5.59
1992,8909,2020-06-20,LG,승,박종기,선발,21,83.0,21.0,4.0,0.0,0.0,3.0,0.0,0.0,2.53
1993,8913,2020-06-20,두산,패,켈리,선발,27,91.2,23.4,6.6,0.6,2.0,4.4,3.4,3.4,5.246
1994,8918,2020-06-20,NC,승,서폴드,선발,26,98.4,25.8,9.6,0.4,1.8,3.4,4.2,3.4,3.1420000000000003
1995,8922,2020-06-20,한화,패,이재학,선발,23,79.0,18.8,5.4,0.4,2.2,2.4,3.2,3.2,5.168000000000001
1996,8927,2020-06-20,KT,승,샘슨,선발,23,85.4,20.6,7.2,0.2,2.2,3.4,4.0,4.0,5.896000000000001
1997,8930,2020-06-20,롯데,패,소형준,선발,22,92.2,21.4,6.4,1.2,2.2,2.2,4.6,4.6,6.113999999999999
1998,8933,2020-06-20,KIA,패,원태인,선발,25,95.2,24.6,5.6,0.2,1.6,4.6,1.0,0.8,3.0100000000000002
1999,8937,2020-06-20,삼성,승,임기영,선발,22,92.6,22.2,5.6,0.4,0.8,4.8,1.4,1.4,3.414
2000,8941,2020-06-20,키움,패,이건욱,선발,23,91.0,16.0,5.0,0.0,6.0,4.0,3.0,3.0,3.42
2001,8945,2020-06-20,SK,승,조영건,선발,20,63.0,18.0,7.0,0.0,2.0,1.0,2.0,1.0,4.7
2002,8952,2020-06-21,LG,승,알칸타라,선발,30,104.8,23.6,6.4,0.6,2.4,5.2,3.0,2.8,4.172
2003,8954,2020-06-21,두산,패,이민호,선발,26,110.0,19.0,4.0,0.0,6.0,5.0,2.0,2.0,1.59
2004,8960,2020-06-21,NC,패,김민우,선발,22,92.0,20.8,6.0,1.4,2.2,4.6,3.8,3.6,3.528
2005,8966,2020-06-21,한화,승,김진호,선발,15,68.0,11.0,2.0,0.0,4.0,2.0,1.0,1.0,4.91
2006,8973,2020-06-21,KT,패,노경은,선발,23,92.2,20.4,4.6,1.0,2.0,3.6,3.6,3.4,5.781999999999999
2007,8977,2020-06-21,롯데,승,쿠에바스,선발,25,97.2,22.4,6.0,0.8,2.8,4.6,4.0,4.0,6.814
2008,8980,2020-06-21,KIA,승,백정현,선발,24,89.4,21.6,7.2,1.2,1.4,3.8,5.2,3.6,7.434
2009,8983,2020-06-21,삼성,패,양현종,선발,23,94.6,22.0,4.8,0.2,1.8,5.0,2.4,2.2,4.056
2010,8986,2020-06-21,키움,패,핀토,선발,23,104.2,24.2,6.8,0.2,3.4,3.6,2.0,1.6,4.208
2011,8992,2020-06-21,SK,승,요키시,선발,27,96.4,24.4,6.0,0.4,1.4,4.0,2.6,1.6,1.3459999999999999
2012,8995,2020-06-23,LG,승,최원태,선발,29,84.2,23.6,6.0,1.2,0.8,3.8,2.8,2.8,3.9379999999999997
2013,8999,2020-06-23,키움,패,김윤식,선발,28,105.0,24.0,9.0,2.0,4.0,1.0,5.0,4.0,7.43
2014,9002,2020-06-23,SK,승,플렉센,선발,25,97.8,20.4,4.2,0.2,2.8,4.6,2.4,2.0,2.928
2015,9006,2020-06-23,두산,패,김태훈,선발,25,86.0,17.8,4.4,0.4,4.0,2.2,3.6,3.6,4.086
2016,9010,2020-06-23,롯데,패,브룩스,선발,24,94.2,21.6,5.2,0.4,2.0,5.0,2.0,2.0,3.08
2017,9013,2020-06-23,KIA,승,서준원,선발,19,87.2,20.0,4.8,0.4,2.4,3.2,1.2,1.2,4.184
2018,9019,2020-06-23,삼성,패,채드벨,선발,25,84.0,18.0,6.2,0.8,3.2,3.0,4.4,4.0,6.276000000000001
2019,9024,2020-06-23,한화,승,최채흥,선발,25,98.8,21.8,5.6,0.8,2.8,3.8,3.6,3.2,3.084
2020,9029,2020-06-23,KT,승,루친스키,선발,27,104.8,23.2,4.4,0.4,2.0,7.0,1.6,1.4,2.368
2021,9032,2020-06-23,NC,패,데스파이네,선발,26,101.8,24.2,7.6,0.8,2.8,4.2,4.0,4.0,3.7600000000000002
2022,9036,2020-06-24,삼성,패,장시환,선발,24,86.6,17.8,6.0,1.0,3.6,4.8,4.2,4.0,7.139999999999999
2023,9042,2020-06-24,한화,승,허윤동,선발,23,93.0,18.0,5.0,1.0,5.0,3.0,2.0,2.0,3.6
2024,9047,2020-06-25,삼성,승,김범수,선발,27,71.6,16.2,6.0,1.0,2.8,2.8,5.0,4.6,5.1339999999999995
2025,9051,2020-06-25,한화,패,뷰캐넌,선발,31,104.4,23.6,5.8,0.6,2.0,4.6,1.2,1.0,4.188000000000001
2026,9055,2020-06-25,LG,승,이승호,선발,23,87.6,20.0,5.6,0.6,2.4,2.4,3.2,3.0,6.318
2027,9059,2020-06-25,키움,패,윌슨,선발,24,94.0,23.2,5.8,0.2,1.6,4.0,2.2,2.2,4.302
2028,9063,2020-06-25,SK,승,유희관,선발,19,76.0,18.4,5.2,1.0,1.6,1.4,3.0,2.6,3.8839999999999995
2029,9067,2020-06-25,두산,패,박종훈,선발,21,97.4,21.6,4.4,0.4,2.8,6.2,3.4,3.0,3.696
2030,9072,2020-06-25,KT,승,라이트,선발,23,96.6,21.2,5.2,0.6,2.4,4.2,3.2,3.2,3.058
2031,9077,2020-06-25,NC,패,배제성,선발,27,98.6,21.6,5.8,1.0,3.2,3.2,4.0,3.8,2.506
2032,9081,2020-06-25,LG,승,한현희,선발,23,93.4,23.8,6.8,0.0,2.2,4.0,3.0,2.6,5.358
2033,9087,2020-06-25,키움,패,차우찬,선발,22,93.4,19.6,5.6,0.6,3.0,3.6,3.2,3.2,4.946
2034,9093,2020-06-25,SK,패,이영하,선발,27,99.6,23.4,8.0,0.2,3.2,4.2,4.8,4.6,5.316000000000001
2035,9097,2020-06-25,두산,승,문승원,선발,27,94.6,21.0,4.0,0.4,1.6,5.4,1.8,1.8,4.768
2036,9100,2020-06-25,KT,패,구창모,선발,22,94.4,22.8,3.4,0.4,1.4,7.2,1.0,0.8,0.6719999999999999
2037,9106,2020-06-25,NC,승,김민수,선발,27,70.8,17.6,5.2,0.8,1.4,3.2,3.4,3.4,7.980000000000001
2038,9110,2020-06-26,두산,승,이재학,선발,22,79.2,18.4,5.4,0.4,1.8,3.2,3.2,3.2,5.292
2039,9116,2020-06-26,NC,패,박종기,선발,20,85.0,18.0,4.0,0.0,2.0,5.0,2.0,2.0,2.81
2040,9122,2020-06-26,SK,패,켈리,선발,25,95.4,23.4,6.4,0.8,2.2,5.0,3.2,3.2,5.088
2041,9125,2020-06-26,LG,승,이건욱,선발,21,79.4,16.6,4.0,0.4,3.0,2.8,2.0,2.0,3.1559999999999997
2042,9130,2020-06-26,롯데,승,원태인,선발,26,95.6,23.2,5.6,0.4,2.2,3.6,1.8,1.6,2.748
2043,9134,2020-06-26,삼성,패,스트레일리,선발,31,103.0,22.8,4.0,0.0,1.4,7.4,1.0,0.8,2.394
2044,9139,2020-06-26,키움,승,가뇽,선발,28,95.6,21.2,5.0,0.0,2.0,5.2,3.0,2.6,3.528
2045,9144,2020-06-26,KIA,패,조영건,선발,16,61.4,13.0,4.6,0.4,2.2,1.6,2.4,2.2,19.62
2046,9149,2020-06-26,한화,패,소형준,선발,18,93.0,20.6,5.6,1.0,2.2,2.8,3.4,3.4,6.022
2047,9151,2020-06-26,KT,승,서폴드,선발,25,99.0,26.8,9.8,0.2,1.4,4.0,4.0,3.0,3.37
2048,9155,2020-06-27,두산,패,최성영,선발,25,72.0,15.8,5.6,0.8,2.6,2.2,3.2,3.0,4.692
2049,9159,2020-06-27,NC,승,알칸타라,선발,29,105.0,24.8,6.6,0.2,2.0,5.6,2.4,2.4,4.086
2050,9162,2020-06-27,SK,승,정찬헌,선발,32,87.2,22.2,5.6,0.6,1.4,5.8,2.6,2.2,4.814
2051,9163,2020-06-27,LG,패,핀토,선발,21,102.8,21.6,5.4,0.2,4.0,4.0,2.6,2.4,4.108
2052,9167,2020-06-27,롯데,승,백정현,선발,22,91.2,21.6,6.8,0.8,1.2,3.8,4.6,3.0,7.302
2053,9171,2020-06-27,삼성,패,샘슨,선발,24,84.0,21.0,6.8,0.2,2.0,4.0,3.4,3.4,7.088000000000001
2054,9177,2020-06-27,키움,패,양현종,선발,26,93.6,22.4,6.0,0.6,1.6,4.4,3.8,3.6,4.346
2055,9180,2020-06-27,KIA,승,요키시,선발,26,94.8,24.6,5.4,0.4,1.4,4.4,2.4,1.4,1.438
2056,9182,2020-06-27,한화,승,쿠에바스,선발,25,98.0,23.4,5.8,0.6,2.6,4.6,2.8,2.8,5.664000000000001
2057,9186,2020-06-27,KT,패,김민우,선발,21,87.4,20.2,7.0,1.2,1.8,4.2,4.6,4.0,4.208
2058,9192,2020-06-28,두산,승,루친스키,선발,28,103.8,23.2,5.0,0.8,2.0,6.4,2.2,2.0,2.404
2059,9195,2020-06-28,NC,패,플렉센,선발,23,96.4,20.2,4.8,0.0,2.4,4.2,2.6,2.2,3.04
2060,9200,2020-06-28,SK,승,임찬규,선발,25,102.0,23.8,6.6,0.8,2.6,5.8,4.0,3.2,4.852
2061,9204,2020-06-28,LG,패,김주한,선발,23,85.0,21.0,4.0,1.0,2.0,1.0,2.0,1.0,5.73
2062,9208,2020-06-28,롯데,패,김대우,선발,21,79.8,18.8,4.6,0.8,1.8,1.4,2.0,2.0,4.069999999999999
2063,9214,2020-06-28,삼성,승,박세웅,선발,22,92.6,21.6,6.6,1.4,2.2,5.0,3.6,3.6,6.054
2064,9218,2020-06-28,키움,패,브룩스,선발,27,91.2,21.0,4.0,0.2,1.8,5.0,1.4,1.4,2.9479999999999995
2065,9221,2020-06-28,KIA,승,최원태,선발,22,89.4,24.4,6.8,1.2,1.2,4.0,3.0,3.0,4.002
2066,9224,2020-06-28,한화,승,데스파이네,선발,26,98.2,23.0,8.0,1.0,2.6,3.2,4.8,4.8,4.322
2067,9228,2020-06-28,KT,패,채드벨,선발,22,92.6,19.8,6.8,0.8,3.4,3.4,5.2,4.6,7.8100000000000005
2068,9233,2020-06-30,LG,패,김민수,선발,26,74.6,18.8,5.8,0.6,1.4,2.8,3.6,3.2,8.366
2069,9239,2020-06-30,KT,승,이민호,선발,26,116.0,19.0,5.0,0.0,6.0,4.0,1.0,1.0,1.62
2070,9246,2020-06-30,삼성,패,박종훈,선발,23,92.8,20.8,5.8,0.6,3.2,4.6,4.8,4.6,4.204
2071,9250,2020-06-30,SK,승,최채흥,선발,23,95.2,21.6,5.4,1.0,2.8,3.4,3.0,2.6,3.222
2072,9254,2020-06-30,NC,승,김대우,선발,9,84.0,19.4,5.0,0.4,1.8,1.2,2.4,2.4,4.127999999999999
2073,9265,2020-06-30,롯데,패,라이트,선발,27,98.4,20.8,5.8,0.4,3.0,4.2,2.6,2.6,3.2060000000000004
2074,9273,2020-06-30,키움,패,유희관,선발,22,72.8,17.2,6.0,1.0,1.6,1.2,3.4,3.0,4.044
2075,9277,2020-06-30,두산,승,이승호,선발,23,84.6,19.8,6.0,0.6,2.2,2.4,2.8,2.6,6.25
2076,9281,2020-07-01,LG,승,배제성,선발,24,99.6,22.6,6.0,1.2,3.2,3.4,4.2,4.0,3.074
2077,9286,2020-07-01,KT,패,차우찬,선발,24,93.2,19.2,4.4,0.4,3.2,4.6,2.4,2.4,4.742
2078,9290,2020-07-01,삼성,패,문승원,선발,24,94.4,21.8,3.4,0.4,1.8,6.8,1.0,1.0,4.194
2079,9294,2020-07-01,SK,승,뷰캐넌,선발,31,105.2,24.0,6.4,0.8,2.2,4.2,2.8,2.6,4.014
2080,9295,2020-07-01,NC,패,장원삼,선발,25,89.0,23.0,5.0,2.0,2.0,2.0,6.0,5.0,10.0
2081,9298,2020-07-01,롯데,승,구창모,선발,25,89.0,21.8,4.4,0.4,0.8,6.6,1.8,1.4,0.8219999999999998
2082,9302,2020-07-01,KIA,패,장시환,선발,26,94.0,18.8,5.8,0.8,3.2,6.0,3.0,2.8,6.942
2083,9306,2020-07-01,한화,승,임기영,선발,23,95.2,21.0,5.6,0.4,1.2,5.0,1.6,1.6,3.3200000000000003
2084,9311,2020-07-01,키움,승,이영하,선발,28,102.4,24.6,8.2,0.4,2.6,4.0,4.4,4.2,5.4239999999999995
2085,9315,2020-07-01,두산,패,한현희,선발,17,93.2,24.6,6.4,0.0,1.4,4.6,2.2,2.0,4.906
2086,9320,2020-07-02,LG,승,조병욱,선발,18,60.0,18.0,5.0,0.0,0.0,1.0,3.0,3.0,4.08
2087,9325,2020-07-02,KT,패,켈리,선발,25,92.2,23.4,6.6,1.0,2.2,3.4,4.2,4.0,5.3020000000000005
2088,9331,2020-07-02,삼성,패,이건욱,선발,23,82.8,16.2,3.4,0.4,3.6,2.8,1.8,1.8,3.504
2089,9336,2020-07-02,SK,승,원태인,선발,25,93.4,22.4,5.8,0.6,2.4,3.0,1.8,1.8,2.716
2090,9340,2020-07-02,NC,패,스트레일리,선발,22,102.6,24.2,5.0,0.2,1.0,6.6,1.8,1.6,2.308
2091,9346,2020-07-02,롯데,승,이재학,선발,25,80.6,17.0,5.2,0.2,2.4,2.4,3.4,3.4,5.537999999999999
2092,9350,2020-07-02,KIA,패,서폴드,선발,28,100.6,26.2,8.8,0.4,1.6,4.8,4.0,3.0,3.54
2093,9354,2020-07-02,한화,승,이민우,선발,25,90.0,22.2,5.4,0.6,2.2,3.4,4.2,3.4,4.22
2094,9359,2020-07-02,키움,패,박종기,선발,19,73.0,16.0,7.0,0.0,3.0,3.0,3.0,3.0,3.79
2095,9364,2020-07-02,두산,승,조영건,선발,7,67.2,14.6,4.6,0.8,2.4,1.6,3.0,2.8,4.7940000000000005
2096,9371,2020-07-03,두산,패,김범수,선발,25,82.0,18.4,5.8,0.8,2.8,3.6,4.2,3.8,5.056
2097,9375,2020-07-03,한화,승,알칸타라,선발,25,104.2,25.6,6.0,0.6,1.4,5.8,2.6,2.6,4.044
2098,9379,2020-07-03,롯데,승,핀토,선발,28,96.2,21.8,6.2,0.0,3.0,3.6,2.2,2.0,3.97
2099,9385,2020-07-03,SK,패,샘슨,선발,25,90.2,23.0,7.8,0.4,2.0,4.0,3.8,3.8,7.24
2100,9391,2020-07-03,삼성,패,윌슨,선발,30,98.0,23.2,6.8,0.4,2.4,3.8,3.0,3.0,4.348
2101,9394,2020-07-03,LG,승,백정현,선발,22,95.2,21.2,5.8,0.4,1.6,4.2,3.0,2.2,6.7620000000000005
2102,9399,2020-07-03,NC,승,가뇽,선발,26,94.4,21.4,6.0,0.0,2.4,4.2,3.6,3.0,3.7640000000000002
2103,9403,2020-07-03,KIA,패,최성영,선발,27,72.8,17.4,6.0,1.0,2.2,2.2,3.4,3.2,5.164
2104,9406,2020-07-03,KT,패,요키시,선발,23,93.2,24.4,4.6,0.4,1.4,3.6,2.2,1.4,1.542
2105,9410,2020-07-03,키움,승,데스파이네,선발,29,101.6,21.8,6.2,0.8,3.0,3.8,3.6,3.6,4.4719999999999995
2106,9413,2020-07-04,두산,승,김민우,선발,25,87.2,19.0,6.0,1.2,1.8,4.6,4.8,4.0,4.79
2107,9418,2020-07-04,한화,패,플렉센,선발,22,98.2,20.6,5.4,0.2,1.8,4.8,2.6,2.2,3.1079999999999997
2108,9423,2020-07-04,롯데,패,김주한,선발,22,98.0,19.0,8.0,0.0,3.0,1.0,6.0,5.0,7.2
2109,9428,2020-07-04,SK,승,서준원,선발,25,80.8,19.4,5.2,0.6,2.2,2.6,1.8,1.8,3.964
2110,9432,2020-07-04,삼성,패,임찬규,선발,31,101.4,23.6,6.0,0.8,2.6,5.8,3.2,2.4,4.75
2111,9439,2020-07-04,LG,승,허윤동,선발,20,81.0,17.0,3.0,0.0,2.0,4.0,2.0,2.0,3.6
2112,9447,2020-07-04,NC,패,양현종,선발,24,96.0,21.8,4.8,0.6,1.8,4.6,3.0,2.8,4.31
2113,9450,2020-07-04,KIA,승,루친스키,선발,25,101.2,22.8,4.6,0.8,2.4,6.2,1.6,1.6,2.378
2114,9454,2020-07-04,KT,승,최원태,선발,22,91.8,24.0,6.0,1.0,1.6,4.2,2.6,2.6,4.004
2115,9459,2020-07-04,키움,패,쿠에바스,선발,25,97.4,23.8,6.0,0.4,2.4,4.6,3.0,3.0,5.468
2116,9465,2020-07-05,두산,패,채드벨,선발,26,95.8,21.0,7.0,1.0,2.8,4.4,5.4,4.8,8.358
2117,9471,2020-07-05,한화,승,유희관,선발,25,70.6,15.8,5.6,1.0,1.4,2.2,3.8,3.2,4.27
2118,9475,2020-07-05,롯데,승,박종훈,선발,25,93.4,20.2,5.8,0.4,3.4,5.6,4.4,4.4,4.6240000000000006
2119,9479,2020-07-05,SK,패,박세웅,선발,23,88.2,22.8,6.4,1.2,1.0,4.8,3.4,3.4,5.928000000000001
2120,9483,2020-07-05,삼성,승,정찬헌,선발,26,97.6,24.6,4.8,0.4,1.8,6.4,1.6,1.6,3.976
2121,9487,2020-07-05,LG,패,최채흥,선발,22,95.8,21.6,5.4,0.8,2.6,4.2,2.8,2.4,3.378
2122,9493,2020-07-05,NC,패,브룩스,선발,29,91.4,21.8,4.6,0.0,1.8,6.0,1.2,1.2,2.8040000000000003
2123,9496,2020-07-05,KIA,승,라이트,선발,23,98.4,21.2,6.2,0.4,3.0,4.0,2.6,2.6,3.304
2124,9501,2020-07-05,KT,패,이승호,선발,12,89.2,21.4,5.6,0.0,1.8,3.2,1.4,1.2,5.5840000000000005
2125,9507,2020-07-05,키움,승,김민수,선발,24,80.0,20.4,6.0,0.2,1.4,2.6,2.4,2.0,8.468
2126,9513,2020-07-07,두산,패,차우찬,선발,26,91.8,19.0,5.0,0.6,3.4,4.6,3.4,3.4,4.85
2127,9518,2020-07-07,LG,승,이영하,선발,26,102.0,23.6,8.0,0.4,2.6,4.2,4.0,3.8,5.548
2128,9523,2020-07-07,SK,승,구창모,선발,26,93.8,23.0,5.2,0.6,0.6,7.6,2.2,1.8,1.02
2129,9527,2020-07-07,NC,패,문승원,선발,26,96.2,21.6,3.8,0.2,2.2,6.0,1.6,1.2,3.8340000000000005
2130,9530,2020-07-07,KIA,승,배제성,선발,27,95.2,22.0,5.4,1.0,3.0,2.8,3.0,3.0,3.272
2131,9534,2020-07-07,KT,패,임기영,선발,21,95.4,20.8,5.8,0.4,1.4,4.2,1.4,1.4,3.1399999999999997
2132,9538,2020-07-07,키움,승,뷰캐넌,선발,21,106.6,25.4,6.6,1.0,1.6,5.0,2.8,2.6,3.9219999999999997
2133,9542,2020-07-07,삼성,패,김재웅,선발,14,50.0,13.0,6.0,0.0,1.0,2.0,5.0,2.0,5.79
2134,9547,2020-07-07,한화,패,장원삼,선발,25,72.2,17.8,6.2,1.0,1.4,1.8,4.2,4.0,10.32
2135,9555,2020-07-07,롯데,승,장시환,선발,23,92.6,19.6,5.6,0.8,2.4,6.0,2.4,2.2,6.590000000000001
2136,9563,2020-07-08,두산,승,켈리,선발,27,97.4,24.0,6.8,1.2,1.8,3.6,3.0,2.8,5.056
2137,9567,2020-07-08,LG,패,박종기,선발,23,85.0,17.0,7.0,1.0,5.0,1.0,6.0,6.0,5.48
2138,9572,2020-07-08,SK,패,이재학,선발,24,82.0,17.6,4.8,0.4,2.2,3.0,2.8,2.8,5.465999999999999
2139,9576,2020-07-08,NC,승,이건욱,선발,21,90.8,17.0,3.6,0.2,4.0,3.6,1.4,1.4,3.2159999999999997
2140,9581,2020-07-08,KIA,승,데스파이네,선발,28,104.2,23.0,6.0,1.0,2.8,4.4,3.0,3.0,4.478
2141,9584,2020-07-08,KT,패,이민우,선발,22,89.6,21.8,6.0,0.8,2.4,4.0,3.8,3.4,4.4
2142,9589,2020-07-08,키움,패,원태인,선발,26,94.0,22.4,6.2,0.6,2.6,3.0,2.2,2.2,2.82
2143,9593,2020-07-08,삼성,승,문성현,선발,11,47.0,8.0,1.0,0.0,3.0,1.0,0.0,0.0,1.59
2144,9599,2020-07-08,한화,승,스트레일리,선발,26,103.8,24.4,5.0,0.4,0.8,6.8,2.6,1.8,2.274
