,index,date,상대팀,승/패,선수명,등판,타자,투구수,타수,피안타,홈런,4사구,삼진,실점,자책,평균자책점
2145,9602,2020-07-08,롯데,패,서폴드,선발,27,99.8,25.4,9.0,0.4,1.2,4.6,4.0,3.4,3.7260000000000004
2146,9606,2020-07-09,두산,패,윌슨,선발,27,96.4,23.4,6.8,0.2,2.6,4.4,3.8,2.8,4.322
2147,9610,2020-07-09,LG,승,알칸타라,선발,23,103.8,26.2,5.6,0.6,1.0,6.0,1.8,1.8,3.808
2148,9613,2020-07-09,SK,승,최성영,선발,23,74.6,17.8,5.2,1.0,2.0,2.0,3.0,2.8,5.494
2149,9617,2020-07-09,NC,패,핀토,선발,27,98.6,21.4,6.2,0.0,3.8,3.0,2.8,2.6,3.992
2150,9622,2020-07-09,KIA,패,조병욱,선발,20,86.0,16.0,4.0,1.0,4.0,3.0,3.0,3.0,4.57
2151,9626,2020-07-09,KT,승,가뇽,선발,23,97.0,22.8,5.8,0.0,2.4,4.0,3.0,2.4,3.728
2152,9631,2020-07-09,키움,패,백정현,선발,23,100.0,20.4,4.2,0.8,1.8,4.8,2.0,1.8,5.75
2153,9636,2020-07-09,삼성,승,요키시,선발,27,95.2,23.6,4.2,0.4,1.4,3.8,1.8,0.8,1.504
2154,9639,2020-07-09,한화,승,샘슨,선발,25,90.6,24.0,7.8,0.8,1.0,3.6,3.6,3.2,6.574000000000001
2155,9643,2020-07-09,롯데,패,김범수,선발,24,85.2,18.6,5.4,0.4,3.0,3.8,3.2,2.8,4.764
2156,9647,2020-07-10,LG,승,루친스키,선발,24,97.2,22.8,4.4,0.8,2.6,5.4,1.8,1.8,2.4160000000000004
2157,9651,2020-07-10,NC,패,임찬규,선발,18,104.2,25.0,6.2,1.0,2.2,6.2,2.8,2.8,4.692
2158,9655,2020-07-10,롯데,승,플렉센,선발,25,94.6,21.2,6.6,0.2,1.2,4.6,3.4,3.4,3.4219999999999997
2159,9658,2020-07-10,두산,패,서준원,선발,21,83.6,20.2,5.6,1.0,2.2,3.2,2.2,2.2,3.908
2160,9662,2020-07-10,KT,패,허윤동,선발,9,88.6,18.8,5.0,0.6,3.2,2.2,2.0,2.0,2.7
2161,9667,2020-07-10,삼성,승,쿠에바스,선발,26,95.6,23.6,6.4,0.6,2.0,3.8,3.2,3.2,5.337999999999999
2162,9671,2020-07-10,KIA,패,최원태,선발,24,94.4,22.2,6.0,1.0,2.6,4.0,3.0,3.0,4.119999999999999
2163,9679,2020-07-10,키움,승,양현종,선발,26,93.2,22.0,6.6,1.0,1.4,4.0,4.4,4.2,4.576
2164,9685,2020-07-10,한화,패,김주한,선발,25,95.0,21.0,5.0,1.0,3.0,2.0,3.0,3.0,6.53
2165,9690,2020-07-10,SK,승,김민우,선발,22,91.8,19.8,6.0,0.8,2.0,5.4,3.8,3.0,4.976000000000001
2166,9694,2020-07-11,LG,무,라이트,선발,16,100.6,21.8,6.6,0.4,2.6,3.6,3.0,3.0,3.5
2167,9703,2020-07-11,NC,무,이민호,선발,29,104.8,20.8,4.2,0.0,4.0,5.0,1.2,1.2,1.0939999999999999
2168,9709,2020-07-11,롯데,패,유희관,선발,27,79.6,18.8,6.6,0.6,1.4,2.2,4.0,3.4,4.416
2169,9712,2020-07-11,두산,승,박세웅,선발,24,87.8,21.8,5.6,1.2,1.2,4.8,3.2,3.2,5.7940000000000005
2170,9716,2020-07-11,KT,패,최채흥,선발,22,92.6,20.6,5.2,0.8,2.6,4.0,2.8,2.4,3.618
2171,9722,2020-07-11,삼성,승,소형준,선발,26,87.0,19.2,5.6,0.6,2.2,2.8,3.6,3.4,5.94
2172,9726,2020-07-11,KIA,패,이승호,선발,21,81.8,20.2,5.8,0.2,1.0,3.2,2.0,1.8,5.172
2173,9732,2020-07-11,키움,승,브룩스,선발,29,90.0,22.2,4.0,0.0,1.6,6.2,1.0,1.0,2.6499999999999995
2174,9735,2020-07-11,한화,승,박종훈,선발,24,94.8,20.6,6.0,0.4,3.0,6.0,4.4,4.4,5.01
2175,9740,2020-07-11,SK,패,김진욱,선발,20,81.0,16.0,5.0,2.0,3.0,3.0,2.0,2.0,4.15
2176,9746,2020-07-13,KIA,패,한현희,선발,16,86.2,22.2,7.2,0.0,1.8,3.6,3.6,3.6,4.974
2177,9752,2020-07-13,키움,승,임기영,선발,19,94.6,19.0,5.4,0.0,2.2,3.8,2.2,1.8,3.0900000000000003
2178,9755,2020-07-13,한화,패,문승원,선발,28,94.0,22.6,3.8,0.2,2.2,5.8,1.6,1.2,3.5340000000000003
2179,9759,2020-07-13,SK,승,장시환,선발,23,91.0,20.0,6.0,0.6,2.0,5.0,1.8,1.8,6.218000000000001
2180,9763,2020-07-14,두산,승,이건욱,선발,25,92.0,17.6,3.6,0.0,3.4,4.0,1.4,1.4,3.05
2181,9767,2020-07-14,SK,패,이영하,선발,25,99.0,24.2,9.2,0.8,2.2,3.2,4.6,4.6,5.858
2182,9772,2020-07-14,롯데,패,켈리,선발,29,98.2,24.6,7.8,1.0,1.4,4.2,3.4,3.2,5.016
2183,9775,2020-07-14,LG,승,스트레일리,선발,26,103.0,24.2,4.8,0.4,1.2,7.0,2.6,1.8,2.286
2184,9777,2020-07-14,삼성,패,이민우,선발,21,88.6,21.0,6.6,0.8,2.4,2.8,4.2,4.0,4.7379999999999995
2185,9780,2020-07-14,KIA,승,뷰캐넌,선발,25,104.4,24.8,6.6,1.0,1.4,4.6,3.0,2.8,3.928
2186,9783,2020-07-14,KT,패,서폴드,선발,26,102.4,25.6,8.2,0.4,1.4,4.0,3.4,2.8,3.7359999999999998
2187,9787,2020-07-14,한화,승,데스파이네,선발,26,105.8,24.0,6.2,1.0,2.6,4.6,2.8,2.8,4.4159999999999995
2188,9790,2020-07-14,키움,패,이재학,선발,28,81.0,17.6,5.2,0.8,2.4,3.4,3.2,3.2,5.568
2189,9793,2020-07-14,NC,승,브리검,선발,19,67.8,15.8,4.6,0.4,1.8,3.8,2.0,2.0,2.566
2190,9798,2020-07-15,두산,패,핀토,선발,26,95.8,21.6,6.0,0.2,3.8,3.0,3.0,2.8,4.068
2191,9802,2020-07-15,SK,승,알칸타라,선발,25,102.2,25.4,4.8,0.4,1.0,6.8,1.6,1.6,3.622
2192,9805,2020-07-15,롯데,승,윌슨,선발,25,96.2,23.4,7.2,0.4,2.8,3.6,4.0,3.0,4.359999999999999
2193,9808,2020-07-15,LG,패,샘슨,선발,26,91.0,23.2,7.2,0.6,1.0,3.6,3.6,2.8,6.279999999999999
2194,9813,2020-07-15,삼성,승,가뇽,선발,24,100.4,22.2,6.2,0.0,2.8,4.2,3.2,2.8,3.8200000000000003
2195,9817,2020-07-15,KIA,패,백정현,선발,23,100.6,20.6,5.0,0.8,2.0,4.4,2.8,2.6,5.398000000000001
2196,9821,2020-07-15,KT,승,김범수,선발,24,89.0,18.8,4.4,0.6,3.4,4.2,2.8,2.4,4.452
2197,9827,2020-07-15,한화,패,김민수,선발,27,85.6,21.4,6.4,0.2,1.8,2.4,2.4,2.0,7.175999999999999
2198,9832,2020-07-15,키움,패,최성영,선발,23,84.8,19.6,5.2,1.2,2.6,2.4,3.4,3.2,5.738
2199,9837,2020-07-15,NC,승,요키시,선발,27,97.4,24.6,4.8,0.2,1.0,4.2,1.6,1.0,1.488
2200,9841,2020-07-16,두산,패,백승건,선발,19,77.0,17.0,6.0,0.0,1.0,4.0,4.0,4.0,7.62
2201,9846,2020-07-16,SK,승,플렉센,선발,5,93.0,21.2,5.8,0.2,1.4,5.4,3.0,3.0,3.6100000000000003
2202,9852,2020-07-16,롯데,패,정찬헌,선발,28,98.4,25.2,4.8,0.6,1.4,6.8,1.4,1.4,3.4200000000000004
2203,9856,2020-07-16,LG,승,장원삼,선발,22,78.4,19.4,6.0,1.2,1.4,1.8,4.4,3.8,9.734
2204,9863,2020-07-16,삼성,패,양현종,선발,20,93.6,22.6,7.2,1.2,1.4,4.4,5.2,4.8,4.928
2205,9869,2020-07-16,KIA,승,허윤동,선발,6,77.8,16.4,4.8,0.6,2.6,2.4,2.6,2.4,3.53
2206,9874,2020-07-16,KT,패,김민우,선발,25,88.4,18.6,5.2,0.4,2.4,4.4,3.0,2.2,4.994000000000001
2207,9878,2020-07-16,한화,승,쿠에바스,선발,25,97.6,22.6,6.0,0.6,2.0,4.0,2.6,2.6,5.161999999999999
2208,9881,2020-07-16,키움,승,루친스키,선발,27,98.2,22.6,4.4,0.4,3.0,5.4,1.6,1.6,2.418
2209,9884,2020-07-16,NC,패,문성현,선발,16,73.0,13.0,5.0,1.0,3.0,5.0,5.0,5.0,4.2
2210,9889,2020-07-17,LG,패,김진욱,선발,18,81.0,15.0,6.0,1.0,3.0,6.0,3.0,3.0,5.4
2211,9893,2020-07-17,한화,승,임찬규,선발,22,98.4,23.2,5.8,0.6,2.0,5.6,2.4,2.4,4.505999999999999
2212,9898,2020-07-17,SK,패,이승호,선발,13,81.4,20.2,6.6,0.6,0.8,3.4,3.2,3.0,5.134
2213,9905,2020-07-17,키움,승,김주한,선발,18,73.4,16.8,5.0,0.4,2.0,1.2,3.0,2.6,7.198
2214,9912,2020-07-17,삼성,패,서준원,선발,18,84.8,19.6,5.4,0.8,2.0,3.0,3.0,2.4,3.912
2215,9917,2020-07-17,롯데,승,최채흥,선발,27,93.4,20.0,5.2,0.8,3.0,3.8,2.8,2.8,3.78
2216,9923,2020-07-17,NC,무,소형준,선발,23,85.2,19.4,6.2,0.6,2.2,2.8,4.2,3.8,6.118
2217,9929,2020-07-17,KT,무,라이트,선발,25,92.2,20.0,6.4,0.6,2.8,3.2,3.2,3.2,3.7299999999999995
2218,9935,2020-07-17,KIA,패,유희관,선발,27,90.2,22.2,7.4,0.2,1.4,2.2,4.4,3.6,4.582
2219,9939,2020-07-17,두산,승,브룩스,선발,30,98.2,24.4,5.6,0.2,1.6,6.4,1.6,1.6,2.6019999999999994
2220,9941,2020-07-18,LG,패,장시환,선발,24,94.4,20.8,5.0,0.2,2.0,5.4,1.2,1.2,5.66
2221,9944,2020-07-18,한화,승,차우찬,선발,27,91.6,18.4,5.8,0.6,3.0,3.8,4.8,4.6,5.264
2222,9947,2020-07-18,SK,승,한현희,선발,25,79.6,20.8,8.0,0.2,1.8,3.2,4.8,4.8,5.356
2223,9951,2020-07-18,키움,패,박종훈,선발,24,95.6,19.8,6.0,0.2,3.8,4.8,4.0,4.0,5.284000000000001
2224,9955,2020-07-18,삼성,패,박세웅,선발,22,88.4,21.8,6.0,1.0,1.6,4.2,3.4,3.0,5.756
2225,9961,2020-07-18,롯데,승,라이블리,선발,20,61.2,13.6,4.0,0.6,2.0,2.4,2.4,2.4,4.287999999999999
2226,9966,2020-07-18,NC,패,조병욱,선발,18,74.0,16.0,6.0,1.0,2.0,0.0,4.0,4.0,5.4
2227,9971,2020-07-18,KT,승,구창모,선발,24,95.2,23.0,5.2,0.6,0.8,7.6,2.2,1.8,1.184
2228,9974,2020-07-18,KIA,승,최원준,선발,20,70.4,14.2,4.0,0.4,2.0,3.0,2.2,2.0,2.524
2229,9978,2020-07-18,두산,패,김기훈,선발,17,84.6,14.4,3.4,0.2,5.4,1.8,2.6,2.4,5.42
2230,9982,2020-07-19,LG,패,서폴드,선발,29,105.6,25.0,8.4,0.8,1.2,4.2,4.4,4.0,3.918
2231,9985,2020-07-19,한화,승,켈리,선발,26,97.8,24.2,7.0,0.8,2.0,5.0,3.0,2.8,4.9
2232,9989,2020-07-19,SK,패,브리검,선발,19,77.2,17.2,4.6,0.6,2.0,3.6,2.2,2.2,3.4259999999999997
2233,9995,2020-07-19,키움,승,문승원,선발,28,92.6,23.0,4.4,0.2,2.4,4.8,1.8,1.4,3.3280000000000003
2234,9999,2020-07-19,삼성,승,스트레일리,선발,22,104.0,24.8,4.8,0.4,1.0,6.6,2.2,1.6,2.2840000000000003
2235,10003,2020-07-19,롯데,패,뷰캐넌,선발,28,103.8,24.8,7.0,0.6,1.4,4.6,2.6,2.4,3.8980000000000006
2236,10005,2020-07-19,NC,패,데스파이네,선발,28,103.0,24.4,6.4,0.8,1.8,4.8,2.6,2.6,4.36
2237,10010,2020-07-19,KT,승,이재학,선발,23,94.6,21.0,6.6,1.0,3.0,3.6,3.8,3.8,5.6659999999999995
2238,10014,2020-07-19,KIA,승,이영하,선발,23,95.8,22.8,7.8,0.6,2.6,3.2,4.2,4.0,5.986
2239,10019,2020-07-19,두산,패,이민우,선발,26,87.4,19.6,6.8,1.0,2.4,2.8,4.0,3.8,4.9879999999999995
2240,10023,2020-07-21,두산,패,요키시,선발,24,95.6,25.0,5.2,0.2,1.0,4.4,1.4,1.2,1.476
2241,10027,2020-07-21,키움,승,알칸타라,선발,25,102.8,25.8,5.2,0.4,0.4,6.6,1.4,1.4,3.4219999999999997
2242,10031,2020-07-21,SK,패,샘슨,선발,14,90.8,23.0,7.4,0.8,1.4,3.6,4.0,3.2,6.024
2243,10038,2020-07-21,롯데,승,핀토,선발,27,94.4,21.6,6.8,0.4,3.0,2.8,3.4,3.4,4.232
2244,10043,2020-07-21,NC,패,백정현,선발,26,100.2,20.6,4.4,0.8,1.8,4.6,2.4,2.2,5.074
2245,10049,2020-07-21,삼성,승,최성영,선발,15,93.4,20.0,5.2,1.0,2.8,2.6,3.0,3.0,5.696
2246,10057,2020-07-21,KT,패,윌슨,선발,23,94.6,24.4,7.8,0.8,2.0,3.4,4.0,3.0,4.389999999999999
2247,10064,2020-07-21,LG,승,배제성,선발,25,93.2,21.6,5.8,1.2,3.2,3.8,3.4,3.4,3.5700000000000003
2248,10070,2020-07-21,한화,승,가뇽,선발,22,102.4,21.6,6.0,0.2,3.0,5.0,3.0,2.6,3.882
2249,10074,2020-07-21,KIA,패,김범수,선발,21,97.6,21.0,4.8,0.6,2.8,5.6,2.0,2.0,4.05
2250,10080,2020-07-22,한화,승,양현종,선발,21,89.6,21.2,8.4,1.4,1.6,3.0,6.0,5.6,5.412
2251,10084,2020-07-22,KIA,패,김민우,선발,23,94.0,19.8,5.2,0.2,2.8,4.4,2.6,2.0,4.854
2252,10088,2020-07-24,두산,승,차우찬,선발,1,90.2,19.2,6.2,0.4,2.6,3.0,4.2,4.0,5.5280000000000005
2253,10093,2020-07-24,LG,패,유희관,선발,26,88.8,22.2,8.0,0.4,1.2,2.6,4.6,4.0,4.832
2254,10097,2020-07-24,KT,승,루친스키,선발,29,98.8,23.6,4.6,0.4,2.4,4.8,1.0,1.0,2.3280000000000003
2255,10100,2020-07-24,NC,패,쿠에바스,선발,25,98.4,23.4,5.4,0.2,1.6,5.0,1.8,1.8,4.7620000000000005
2256,10104,2020-07-24,키움,승,박세웅,선발,23,85.2,20.8,5.6,0.8,2.4,3.2,2.8,2.4,5.612
2257,10109,2020-07-24,롯데,패,최원태,선발,17,95.8,22.0,6.6,0.8,2.8,3.6,3.2,3.2,4.1899999999999995
2258,10115,2020-07-24,한화,승,박종훈,선발,24,95.2,19.8,5.6,0.4,3.6,4.6,3.4,3.4,5.406000000000001
2259,10120,2020-07-24,SK,패,장시환,선발,23,100.0,21.2,4.6,0.2,2.4,6.0,1.2,1.2,5.186
2260,10126,2020-07-25,두산,패,켈리,선발,23,95.4,24.2,7.0,0.6,1.8,5.8,2.6,2.4,4.772
2261,10129,2020-07-25,LG,승,최원준,선발,18,76.0,16.0,4.2,0.4,1.8,3.4,1.6,1.6,2.9379999999999997
2262,10134,2020-07-25,KT,패,라이트,선발,22,93.6,19.6,5.6,0.4,3.0,3.6,2.2,2.2,3.7379999999999995
2263,10139,2020-07-25,NC,승,데스파이네,선발,27,108.8,25.4,7.4,0.8,1.6,5.6,3.4,3.4,4.386
2264,10143,2020-07-25,KIA,패,라이블리,선발,22,60.0,13.4,3.6,0.6,2.0,2.4,2.0,2.0,5.27
2265,10147,2020-07-25,삼성,승,브룩스,선발,23,98.2,25.8,5.8,0.2,1.4,5.2,1.4,1.4,2.5
2266,10153,2020-07-25,키움,승,스트레일리,선발,26,100.8,24.0,5.0,0.6,1.2,5.4,2.0,1.4,2.27
2267,10158,2020-07-25,롯데,패,한현희,선발,28,81.4,20.6,7.0,0.4,1.4,3.6,4.2,4.2,5.588
2268,10161,2020-07-26,두산,승,이민호,선발,23,109.2,22.4,4.8,0.0,4.2,5.4,1.8,1.6,1.454
2269,10166,2020-07-26,LG,패,이영하,선발,26,97.8,23.0,7.4,0.6,2.6,3.2,3.6,3.4,5.932
2270,10170,2020-07-26,KT,패,구창모,선발,30,95.8,22.8,5.2,0.4,0.8,8.0,1.8,1.6,1.3039999999999998
2271,10172,2020-07-26,NC,승,김민수,선발,28,88.4,22.2,7.0,0.2,2.2,1.8,3.0,2.6,6.446
2272,10176,2020-07-26,KIA,패,뷰캐넌,선발,27,105.2,25.8,6.6,0.6,1.2,4.6,2.4,2.4,3.846
2273,10182,2020-07-26,삼성,승,임기영,선발,24,94.2,18.2,4.6,0.4,2.0,4.6,2.6,2.2,3.136
2274,10188,2020-07-26,키움,패,서준원,선발,18,86.6,19.6,6.0,0.8,1.4,2.8,4.0,3.4,4.132
2275,10193,2020-07-26,롯데,승,김재웅,선발,11,32.0,11.0,3.0,0.0,0.0,1.0,0.0,0.0,4.05
2276,10200,2020-07-26,한화,승,문승원,선발,20,93.2,24.2,5.2,0.4,2.4,4.6,2.4,2.0,3.2439999999999998
2277,10206,2020-07-26,SK,패,서폴드,선발,23,103.2,25.6,8.0,1.0,1.2,3.4,5.2,4.8,4.1739999999999995
2278,10213,2020-07-27,한화,무,이건욱,선발,19,94.8,19.4,4.2,0.2,3.0,4.4,2.0,2.0,3.084
2279,10219,2020-07-27,SK,무,채드벨,선발,20,97.2,21.8,7.4,0.6,2.6,4.4,5.0,4.4,8.150000000000002
2280,10224,2020-07-28,두산,승,요키시,선발,25,95.0,24.6,5.8,0.4,0.8,4.0,2.4,2.2,1.574
2281,10229,2020-07-28,키움,패,알칸타라,선발,26,101.2,24.8,4.8,0.4,0.4,7.2,1.2,1.2,3.2600000000000002
2282,10234,2020-07-28,SK,승,윌슨,선발,23,95.4,23.2,7.2,0.8,2.2,3.8,3.6,2.6,4.38
2283,10239,2020-07-28,LG,패,핀토,선발,23,98.0,22.4,6.8,0.6,3.0,2.4,3.2,3.2,4.3
2284,10245,2020-07-28,롯데,패,이재학,선발,17,95.2,21.4,5.8,1.2,2.8,4.0,3.4,3.4,5.668
2285,10253,2020-07-28,NC,승,노경은,선발,25,93.6,22.2,4.8,1.4,1.4,3.8,3.4,3.2,5.622
2286,10260,2020-07-29,SK,승,정찬헌,선발,27,101.2,26.2,5.6,0.4,1.6,6.8,2.8,1.8,3.052
2287,10266,2020-07-29,LG,패,백승건,선발,16,85.0,12.0,4.0,2.0,4.0,3.0,4.0,4.0,8.44
2288,10270,2020-07-29,삼성,승,김범수,선발,15,101.2,20.6,5.2,0.6,3.4,5.4,2.4,2.4,3.968
2289,10276,2020-07-29,한화,패,원태인,선발,17,95.8,23.2,6.4,0.8,2.6,3.2,2.4,2.4,2.908
2290,10282,2020-07-30,두산,승,최원태,선발,23,90.0,19.4,5.8,0.6,3.0,3.2,3.4,3.4,4.33
2291,10288,2020-07-30,키움,패,유희관,선발,21,94.4,23.2,7.4,0.6,1.6,3.0,4.4,3.8,4.942
2292,10293,2020-07-30,SK,승,임찬규,선발,23,96.2,22.6,5.0,0.2,2.2,5.6,1.8,1.8,4.27
2293,10297,2020-07-30,LG,패,박종훈,선발,24,103.0,20.2,4.8,0.2,3.8,6.0,2.2,2.2,5.2379999999999995
2294,10302,2020-07-30,삼성,패,김민우,선발,21,98.4,19.6,4.6,0.2,3.2,4.8,2.0,1.8,4.678
2295,10309,2020-07-30,한화,승,최채흥,선발,23,97.4,21.6,5.4,0.4,2.0,4.4,2.6,2.0,3.6740000000000004
2296,10314,2020-07-30,KIA,승,데스파이네,선발,29,111.0,25.2,7.0,0.6,2.0,5.2,2.8,2.8,4.34
2297,10317,2020-07-30,KT,패,양현종,선발,26,90.2,20.2,7.0,1.0,2.2,4.2,4.6,4.4,5.636
2298,10321,2020-07-31,LG,승,장시환,선발,24,95.6,20.6,4.2,0.6,2.8,5.6,2.2,2.2,4.948
2299,10323,2020-07-31,한화,패,켈리,선발,28,99.6,23.8,7.2,0.6,1.6,6.0,2.6,2.6,4.678
2300,10329,2020-07-31,롯데,승,브룩스,선발,30,100.6,25.8,6.6,0.2,1.4,4.8,1.8,1.8,2.4839999999999995
2301,10331,2020-07-31,KIA,패,스트레일리,선발,26,102.2,22.8,3.8,0.4,1.4,6.4,1.2,0.6,2.16
2302,10334,2020-07-31,삼성,승,한현희,선발,23,82.0,20.0,6.8,0.4,1.8,4.6,5.0,5.0,5.958
2303,10341,2020-07-31,키움,패,라이블리,선발,25,62.8,13.2,3.2,0.2,1.4,2.8,1.4,1.4,4.884
2304,10346,2020-07-31,NC,패,최원준,선발,23,72.6,16.6,4.4,0.4,1.2,3.6,1.6,1.6,3.3
2305,10353,2020-07-31,두산,승,루친스키,선발,26,99.0,23.6,4.2,0.2,2.8,5.2,0.8,0.6,2.1919999999999997
2306,10358,2020-07-31,KT,패,문승원,선발,25,95.2,22.8,5.0,0.6,2.4,3.8,3.0,2.6,3.284
2307,10362,2020-07-31,SK,승,쿠에바스,선발,13,102.6,23.0,5.0,0.4,1.8,5.8,2.0,2.0,4.545999999999999
2308,10368,2020-08-01,LG,패,서폴드,선발,21,99.0,24.6,7.2,0.8,1.8,2.6,5.2,4.8,4.406
2309,10374,2020-08-01,한화,승,김윤식,선발,22,90.0,17.0,5.0,1.0,5.0,1.0,5.0,5.0,7.52
2310,10378,2020-08-01,롯데,패,임기영,선발,25,93.4,18.8,5.4,0.6,2.0,4.0,3.4,3.0,3.34
2311,10382,2020-08-01,KIA,승,박세웅,선발,25,89.4,20.2,4.8,0.8,2.2,4.0,2.4,2.0,5.406000000000001
2312,10386,2020-08-01,삼성,승,브리검,선발,17,81.2,18.6,5.0,0.6,1.8,4.6,2.2,2.2,4.1339999999999995
2313,10391,2020-08-01,키움,패,뷰캐넌,선발,28,106.0,25.0,6.0,0.4,1.2,4.4,2.0,1.6,3.654
2314,10398,2020-08-01,NC,승,이영하,선발,28,96.8,23.0,6.8,0.4,2.4,3.2,3.6,3.0,5.814
2315,10403,2020-08-01,두산,패,라이트,선발,28,94.2,19.6,5.4,0.4,2.8,3.8,2.8,2.8,3.8259999999999996
2316,10410,2020-08-01,KT,패,이건욱,선발,23,97.2,19.0,3.4,0.2,2.8,4.0,2.0,2.0,3.058
2317,10414,2020-08-01,SK,승,소형준,선발,23,84.0,20.2,6.4,0.4,2.2,3.0,4.0,3.6,6.228
2318,10418,2020-08-02,롯데,패,가뇽,선발,24,101.2,21.8,5.2,0.2,2.6,5.0,2.2,1.8,3.8
2319,10423,2020-08-02,KIA,승,노경은,선발,24,92.8,22.6,6.0,1.4,1.2,3.0,3.6,3.2,5.672
2320,10426,2020-08-02,삼성,승,요키시,선발,26,93.6,24.4,7.4,0.6,0.8,3.0,2.8,2.6,1.73
2321,10430,2020-08-02,키움,패,윤성환,선발,18,62.2,14.4,5.8,0.4,2.4,1.4,5.0,4.6,8.196000000000002
2322,10436,2020-08-02,NC,승,알칸타라,선발,27,103.0,23.8,4.6,0.0,0.6,6.8,1.0,0.8,3.082
2323,10441,2020-08-02,두산,패,최성영,선발,22,91.6,19.2,4.6,1.0,3.0,2.4,2.8,2.8,5.388
2324,10450,2020-08-04,두산,승,원태인,선발,24,90.8,21.2,6.6,1.0,2.6,2.8,3.8,3.2,3.1600000000000006
2325,10455,2020-08-04,삼성,패,이승진,선발,15,72.0,12.0,3.0,1.0,3.0,4.0,4.0,4.0,13.5
2326,10460,2020-08-04,SK,승,서준원,선발,24,83.2,18.8,6.4,0.8,1.4,2.4,4.6,4.0,4.4479999999999995
2327,10464,2020-08-04,롯데,패,핀토,선발,28,100.6,22.0,7.0,0.6,3.8,2.0,4.2,4.2,4.502
2328,10469,2020-08-04,KIA,승,윌슨,선발,28,94.0,23.2,6.8,0.6,2.0,4.6,3.4,2.4,4.326
2329,10474,2020-08-04,LG,패,이민우,선발,23,88.8,20.4,6.0,0.8,2.4,2.6,3.2,3.2,5.008000000000001
2330,10479,2020-08-04,키움,승,데스파이네,선발,25,109.0,25.0,7.4,0.4,2.0,5.4,2.8,2.8,4.316
2331,10484,2020-08-04,KT,패,이승호,선발,22,72.0,16.8,5.8,0.6,1.4,3.0,3.8,3.6,5.348000000000001
2332,10490,2020-08-05,두산,무,최채흥,선발,13,97.2,21.0,4.6,0.2,2.2,4.8,2.6,1.8,3.588
2333,10494,2020-08-05,삼성,무,유희관,선발,30,93.4,23.2,8.0,0.8,1.6,2.2,4.8,4.4,5.118
2334,10498,2020-08-05,KIA,승,이민호,선발,27,109.4,21.6,4.8,0.2,4.4,4.8,1.8,1.6,1.634
2335,10503,2020-08-05,LG,패,양현종,선발,25,87.4,20.0,7.6,1.0,2.2,4.6,4.8,4.6,5.877999999999999
2336,10508,2020-08-05,키움,패,김민수,선발,23,95.6,23.8,7.4,0.6,2.2,2.6,3.6,3.2,6.084
2337,10513,2020-08-05,KT,승,최원태,선발,27,84.2,18.4,5.4,1.0,2.8,3.0,4.0,4.0,4.554
2338,10517,2020-08-05,한화,패,이재학,선발,22,86.2,20.4,6.2,1.2,2.6,3.6,3.8,3.8,5.755999999999999
2339,10522,2020-08-05,NC,승,김민우,선발,26,98.8,19.8,4.8,0.2,3.0,4.4,1.6,1.6,4.504
2340,10526,2020-08-06,두산,패,라이블리,선발,26,62.0,12.8,3.2,0.2,1.8,2.4,1.8,1.8,4.884
2341,10530,2020-08-06,삼성,승,최원준,선발,25,77.6,17.6,4.8,0.4,1.4,3.4,2.0,2.0,3.65
2342,10534,2020-08-06,SK,승,스트레일리,선발,28,104.2,23.2,3.6,0.2,1.8,7.2,0.8,0.6,2.0439999999999996
2343,10537,2020-08-06,롯데,패,김주한,선발,13,82.6,18.2,5.6,0.6,2.4,1.4,3.4,3.0,7.574000000000001
2344,10545,2020-08-06,KIA,패,임찬규,선발,22,93.8,21.8,4.6,0.2,2.0,5.2,1.8,1.8,4.045999999999999
2345,10549,2020-08-06,LG,승,브룩스,선발,26,102.2,26.8,6.4,0.2,1.4,4.0,1.8,1.8,2.466
2346,10551,2020-08-06,키움,패,쿠에바스,선발,25,96.2,20.4,4.2,0.4,2.0,5.4,1.6,1.6,4.36
2347,10554,2020-08-06,KT,승,한현희,선발,26,83.2,19.4,6.6,0.4,2.4,4.2,5.0,5.0,6.3100000000000005
2348,10558,2020-08-06,한화,승,루친스키,선발,23,102.2,23.0,5.2,0.2,3.0,5.4,1.8,1.6,2.1879999999999997
2349,10563,2020-08-06,NC,패,장시환,선발,22,96.8,20.0,3.4,0.6,3.0,5.8,2.0,2.0,4.768
2350,10568,2020-08-07,두산,승,박세웅,선발,26,94.0,20.6,5.6,0.8,2.4,4.4,2.4,2.0,5.232
2351,10573,2020-08-07,롯데,패,이영하,선발,27,96.4,23.0,6.6,0.6,2.4,3.6,4.2,3.4,5.786
2352,10579,2020-08-07,SK,승,뷰캐넌,선발,25,105.6,23.0,7.0,0.2,2.2,3.2,3.4,3.0,3.6760000000000006
2353,10582,2020-08-07,삼성,패,이건욱,선발,23,93.8,19.6,5.0,0.6,2.6,3.8,3.8,3.8,3.3920000000000003
2354,10586,2020-08-07,키움,승,켈리,선발,29,97.2,24.6,7.2,0.2,1.2,5.8,2.4,2.4,4.576
2355,10590,2020-08-07,LG,패,브리검,선발,23,83.6,17.6,4.0,0.4,2.4,4.6,2.6,2.4,4.25
2356,10594,2020-08-08,두산,무,노경은,선발,16,92.0,23.0,5.4,0.8,1.2,4.0,2.4,2.0,5.380000000000001
